"";"m1";"m2";"chr";"pos";"lod"
"181";"Psmb3";"Cmpk2";"12";27,000001;3,54295409184945
"182";"Foxj1";"sdcbp";"4";6;6,49155458368394
"183";"Emp3";"Rps11";"7";45,000003;5,37520862617158
"184";"Mastl";"Rps9";"7";36,000002;5,89939421539568
"185";"Abcc1";"Litaf";"16";10;4,5363306618396
"186";"Vmn1r181";"spp1";"5";104,000004;8,40383622974381
"187";"Wdr92";"Syk";"13";52,000002;9,90826454580348
"188";"Ostf1";"Fau";"19";60,000003;4,73532582275794
"189";"Fgfr1op";"Nme2";"11";93,000008;3,18345164270584
"190";"Ddx3y";"Eef1a1";"9";78,000004;3,12466648493542
"191";"Ddx3y";"Pik3r5";"11";68,000005;3,35582652357651
"192";"Eid1";"Nrp2";"1";62,000003;3,27293884201355
"193";"Aass";"spp1";"5";104,000004;8,40383622974381
"194";"Agxt2l2";"sdcbp";"4";6;3,40699156330396
"195";"Speg";"Ptma";"1";86,000005;6,5123588888827
"196";"Gbp2";"Rpl34";"3";130,000006;3,72027464658154
"197";"Hebp1";"Pld3";"7";27,000001;3,43644924371605
"198";"Cxcl3";"Calr";"8";84,000003;3,19995956553684
"199";"Pard3b";"Hmgb2";"8";57,000002;3,42082394069145
"200";"Tbx18";"sdcbp";"4";6;5,85744067400793
"201";"Mcoln2";"Rpl34";"3";130,000006;8,0490268230533
"202";"Rdh10";"Cflar";"1";58,000002;3,42257672396623
"203";"Slc7a1";"Il12b";"11";44,000001;3,2315879586611
"204";"Pgf";"Tnfaip2";"12";111,000006;3,3939503550253
"205";"Prkacb";"spp1";"5";104,000004;4,24491753042959
"206";"Ttyh2";"Arhgdia";"11";120,000013;4,97769885752631
"207";"Tarm1";"Rps9";"7";36,000002;4,96145354870293
"208";"Cr2";"sdcbp";"4";6;5,84556093688953
"209";"Ppargc1a";"Rpl35a";"16";33,000002;3,7587889676359
"210";"Higd2a";"Calm1";"12";100,000004;3,01050647357488
"211";"Higd2a";"Syk";"13";52,000002;3,8024283375839
"212";"Tspan4";"Pld3";"7";27,000001;3,08074451536817
"213";"Gm4788";"Ptprc";"1";138,000007;6,75092438852965
"214";"Grn";"Cd14";"18";36;3,11470958992439
"215";"Rtn4";"Plek";"11";16;3,54999351539887
"216";"Cklf";"Atp6v0d1";"8";105,000004;4,09500117014377
"217";"Cklf";"Slc25a3";"10";90,000006;3,04573147634711
"218";"Rab4b";"spp1";"5";104,000004;4,16087179004546
"219";"Ppp2r1a";"Rpl24";"16";55,000003;3,2105534869812
"220";"Prss45";"sdcbp";"4";6;6,49667599808334
"221";"Serpinb9f";"Ell2";"13";75,000004;5,84149323555596
"222";"Zfp583";"Cd14";"18";36;3,02523757430586
"223";"Ankrd28";"sdcbp";"4";6;3,59113040480648
"224";"Hbp1";"Fau";"19";60,000003;3,4420929295036
"225";"Pcsk5";"sdcbp";"4";6;3,13272971648868
"226";"Pcsk5";"Rpl35a";"16";33,000002;9,47720211827253
"227";"Slfn8";"Ccl2";"11";82,000007;18,2560643101441
"228";"Dlg4";"Rpl10";"X";71,000001;3,09863142443938
"229";"Gpd2";"Cd14";"18";36;3,30367776422806
"230";"Cacnb4";"Gns";"10";121,000007;3,9129047866047
"231";"BC031353";"Rplp1";"9";61,000003;4,75844497466454
"232";"Fabp4";"Fabp5";"3";10;13,9680410615987
"233";"Tnn";"Tor1aip1";"1";156,000008;6,34790745903086
"234";"Gm19705";"spp1";"5";104,000004;3,68264960948699
"235";"Fam83a";"Fau";"19";60,000003;3,20166922327276
"236";"Rabgef1";"Rnf149";"1";39,000001;3,28964769041552
"237";"F630043A04Rik";"sdcbp";"4";6;4,90122735060898
"238";"Cyp2c69";"spp1";"5";104,000004;8,40383622974381
"239";"Fhod3";"Rpl35";"2";38,000001;3,3935898159852
"240";"Cd2";"Malt1";"18";65,000002;3,28568555220289
"241";"Dr1";"arpc1b";"5";145,000006;3,55776921764749
"242";"Dhx34";"spp1";"5";104,000004;4,3215266369649
"243";"Disp2";"sdcbp";"4";6;5,04459522458185
"244";"Pepd";"spp1";"5";104,000004;3,20565429467652
"245";"Pepd";"Eef1g";"19";90,000004;3,61429456723474
"246";"Proc";"spp1";"5";104,000004;8,21776308463309
"247";"Pip5k1c";"Eef2";"10";80,000005;6,23271597051473
"248";"Prkcsh";"Rplp1";"9";61,000003;3,42178478533501
"249";"BC025920";"Rpl24";"16";55,000003;3,10268789909374
"250";"Niacr1";"cxcl2";"5";90,000003;3,06294014102654
"251";"Ndc80";"Rps11";"7";45,000003;3,54476163612105
"252";"Tirap";"Ptma";"1";86,000005;3,00052278345417
"253";"Tirap";"sdcbp";"4";6;5,67195528412201
"254";"Tirap";"Il10ra";"9";45,000002;3,5987707667549
"255";"Hsbp1";"Eef1a1";"9";78,000004;3,30174231935767
"256";"Emb";"tnfrsf1b";"4";145,000005;3,73531045833032
"257";"Angptl2";"Pld3";"7";27,000001;3,28546363253517
"258";"Gm10390";"sdcbp";"4";6;3,73091712501843
"259";"Gm10390";"Eef1g";"19";90,000004;3,68579596957544
"260";"Gdi2";"Srgn";"10";61,000003;3,1541339335008
"261";"Mrvi1";"sdcbp";"4";6;5,13745639025542
"262";"Caprin2";"Slc25a3";"10";90,000006;3,58303882186811
"263";"Clec12a";"Rpl32";"6";115,000005;10,196280289281
"264";"Zfp101";"Snx3";"10";42,000002;3,44231804998852
"265";"C330021F23Rik";"Rpl35a";"16";33,000002;3,02236265839288
"266";"Phkg2";"sdcbp";"4";6;5,48131931187301
"267";"Npcd";"sdcbp";"4";6;3,96534761316818
"268";"Pla2g4a";"Ptprc";"1";138,000007;3,06504090543638
"269";"Poldip3";"Grina";"15";76,000001;4,35812426358267
"270";"Fbxo44";"tnfrsf1b";"4";145,000005;3,9442320922177
"271";"Pik3r1";"Erbb2ip";"13";103,000005;6,828210361827
"272";"Gnb2";"Anxa5";"3";36,000001;3,59932581148043
"273";"Gnb2";"Rpl24";"16";55,000003;3,26990044809587
"274";"Shpk";"Wdr1";"5";38,000001;3,03259039268136
"275";"Shpk";"Erbb2ip";"13";103,000005;3,14112007620876
"276";"Chst10";"Rnf149";"1";39,000001;4,33157937123228
"277";"Chst10";"Cox7a2l";"17";83,000004;3,09883046425686
"278";"Cylc1";"sdcbp";"4";6;6,23097816819577
"279";"Spop";"Ctss";"3";95,000004;4,11515124821408
"280";"Pdpn";"Ccrl2";"9";111,000005;4,17733694444622
"281";"Il1b";"Il1b";"2";129,000005;4,53092833276347
"282";"Ifitm5";"Il12b";"11";44,000001;3,3821967503841
"283";"Mndal";"Malt1";"18";65,000002;3,62431662139721
"284";"Gm3219";"Hck";"2";153,000006;3,6117135904487
"285";"Dnmt3l";"Tmbim6";"15";99,000003;3,36119499657008
"286";"Dnmt3l";"Mx2";"16";97,000005;3,01262500998387
"287";"Pcdhgb1";"sdcbp";"4";6;4,05556406564221
"288";"Pcdhgb1";"Rpl24";"16";55,000003;3,01039016578663
"289";"Abcb9";"cxcl2";"5";90,000003;3,42096975868334
"290";"LOC100038947";"Fabp5";"3";10;5,45774018207631
"291";"Irf5";"Mtpn";"6";35,000001;4,89039182680573
"292";"Plekhg1";"Tnfaip3";"10";18;3,42568605456395
"293";"Unc13b";"sdcbp";"4";6;5,3439101126469
"294";"Slc12a2";"Cd74";"18";60,000001;4,24094715724927
"295";"Ak7";"Cd36";"5";17;3,25415054587254
"296";"Kif11";"Apoe";"7";19;4,67043527194902
"297";"Gpr44";"sdcbp";"4";6;3,86324152755155
"298";"Purg";"Calm1";"12";100,000004;3,29971364792912
"299";"Purg";"Tnfsf9";"17";57,000003;3,59261749019778
"300";"Psma4";"Cd53";"3";106,000005;3,09356048437151
"301";"Vash1";"Calr";"8";84,000003;3,31764268963841
"302";"Cadm1";"Il10ra";"9";45,000002;5,88430784339626
"303";"Wdfy4";"Lgals3";"14";47,000001;3,16173241142079
"304";"Gm10684";"Nfkbia";"12";56,000002;3,12891677889351
"305";"Magi2";"Sep15";"3";144,000007;3,46096585721856
"306";"Cd74";"Rps3a1";"3";86,000003;3,0313248766129
"307";"Zfp688";"Calr";"8";84,000003;4,07756448200915
"308";"Metrnl";"Il1b";"2";129,000005;3,374660555107
"309";"Uchl1";"rpl9";"5";65,000002;3,39857537931321
"310";"Kctd1";"Ell2";"13";75,000004;3,63404928444137
"311";"Gmip";"sdcbp";"4";6;3,55008029601485
"312";"Gmip";"Hmgb2";"8";57,000002;3,20131584027973
"313";"Mt1";"Atp6v0d1";"8";105,000004;8,43361788650387
"314";"Mt1";"Nme2";"11";93,000008;3,16904305351221
"315";"Morn4";"spp1";"5";104,000004;3,50528374324974
"316";"Ccr7";"sdcbp";"4";6;3,49223409111118
"317";"Jag2";"Trem2";"17";48,000002;3,08530858021846
"318";"Cyp2j6";"Prdx1";"4";116,000004;3,4344944542035
"319";"Gm5547";"rpl9";"5";65,000002;3,9363483053547
"320";"Mob3c";"Cd14";"18";36;3,36640726507704
"321";"Cdhr5";"spp1";"5";104,000004;5,13285020807786
"322";"Ttc33";"Rpl35a";"16";33,000002;3,57995733833056
"323";"Cyb5";"Cndp2";"18";84,000005;5,70363688011572
"324";"Sgce";"Rps9";"7";36,000002;3,0410223149584
"325";"Cgnl1";"Eef1a1";"9";78,000004;4,65893823965546
"326";"Slc6a19";"Rps3a1";"3";86,000003;3,28221285727605
"327";"Pmvk";"Ctss";"3";95,000004;6,79987184237076
"328";"Eno2";"Syk";"13";52,000002;3,09711952252278
"329";"Gpr124";"arpc1b";"5";145,000006;3,04482453591239
"330";"Notch2";"Ctss";"3";95,000004;7,56220778925631
"331";"Nsfl1c";"rpl9";"5";65,000002;4,13703640442802
"332";"AI429214";"sdcbp";"4";6;4,10890502815705
"333";"Lrwd1";"sdcbp";"4";6;3,47250188436724
"334";"Rps9";"Rps9";"7";36,000002;3,15824142032452
"335";"Tomm7";"Srgn";"10";61,000003;4,04662924402919
"336";"Elac2";"Nfkbia";"12";56,000002;3,0772327884934
"337";"Elac2";"Rpl10";"X";71,000001;4,3963827112798
"338";"Snx2";"arpc1b";"5";145,000006;4,31643165884523
"339";"Dpys";"Grina";"15";76,000001;5,47689686897488
"340";"Ermp1";"Nrp2";"1";62,000003;3,06060341502091
"341";"Ermp1";"arpc1b";"5";145,000006;3,3298102040846
"342";"Tsen2";"Tpt1";"14";76,000004;3,40483160638414
"343";"Crisp2";"Tmbim6";"15";99,000003;3,19373784012347
"344";"Fitm2";"Eef1g";"19";90,000004;3,7387541233972
"345";"Kdm5d";"Pik3r5";"11";68,000005;4,68833452869367
"346";"Omp";"Cd14";"18";36;4,32596429011172
"347";"Mks1";"spp1";"5";104,000004;3,63461132554152
"348";"Cops8";"sdcbp";"4";6;3,27603329302119
"349";"Pcsk4";"Eef1a1";"9";78,000004;3,69253442313411
"350";"Pla2g4e";"sdcbp";"4";6;6,4944013169021
"351";"Gm5088";"Prdx1";"4";116,000004;11,3951841662001
"352";"Slc4a7";"Rps24";"14";25;4,84682346743932
"353";"Rbm4";"Fau";"19";60,000003;3,16738124988682
"354";"Cxcl11";"arpc1b";"5";145,000006;3,9452513186655
"355";"Ap4b1";"Ccl2";"11";82,000007;3,87818155281964
"356";"Lhx9";"sdcbp";"4";6;6,04439428565752
"357";"Mageb16";"sdcbp";"4";6;6,49667599808334
"358";"Olfr318";"sdcbp";"4";6;6,49667599808333
"359";"Shfm1";"Rnf149";"1";39,000001;3,08029982375355
"360";"Dsp";"spp1";"5";104,000004;9,00487422590349
"361";"Zfp560";"Eef1a1";"9";78,000004;3,09363656883781
"362";"Trim2";"Ctss";"3";95,000004;3,48511197522977
"363";"Fcgr2b";"Gapdh";"6";125,000007;3,55124991271182
"364";"Fcgr2b";"Cyba";"8";122,000005;3,42883027573798
"365";"Ext1";"Atf4";"15";80,000002;9,77257029807937
"366";"Pkib";"Snx3";"10";42,000002;3,96331273113685
"367";"Iqgap3";"Apoe";"7";19;3,95895796113277
"368";"Bbs4";"Cyba";"8";122,000005;3,24453743562604
"369";"Rnf26";"spp1";"5";104,000004;3,50950294800149
"370";"Vcam1";"Rpl34";"3";130,000006;4,3686075675037
"371";"Serpina7";"sdcbp";"4";6;6,48274385570344
"372";"Dennd4c";"Tfec";"6";16;3,19739806006646
"373";"A730098P11Rik";"Eef1a1";"9";78,000004;5,46546301824869
"374";"Rps17";"Hck";"2";153,000006;3,07012634650434
"375";"Phf20";"Cflar";"1";58,000002;3,17464130423797
"376";"Arhgap18";"Npc2";"12";86,000003;3,16885427554534
"377";"Csgalnact1";"spp1";"5";104,000004;3,20568817773621
"378";"Csgalnact1";"Hmgb2";"8";57,000002;4,09811216623754
"379";"Tubb2a";"Cd83";"13";43,000001;4,35479293350576
"380";"Alas1";"Snx3";"10";42,000002;4,05763310302601
"381";"Nbea";"sdcbp";"4";6;3,67364857485167
"382";"Slc25a44";"spp1";"5";104,000004;3,7329214763482
"383";"Bicc1";"sdcbp";"4";6;4,31265797939612
"384";"Cdc6";"Rnf149";"1";39,000001;3,90817127028519
"385";"Rgl1";"Ptma";"1";86,000005;3,0576977832207
"386";"Rgl1";"sdcbp";"4";6;3,28151654263634
"387";"Rnps1";"Rpl24";"16";55,000003;4,02385870053327
"388";"Igf1r";"Iqgap1";"7";80,000005;3,38814655245634
"389";"Arfrp1";"rpl9";"5";65,000002;3,06482867236095
"390";"Srcin1";"sdcbp";"4";6;3,36984902696168
"391";"Rab19";"Grina";"15";76,000001;5,31287509442132
"392";"H60b";"sdcbp";"4";6;3,3168060199107
"393";"Gna12";"arpc1b";"5";145,000006;4,55776874729852
"394";"Pla2g12a";"Ell2";"13";75,000004;3,15723158278668
"395";"Agphd1";"Plek";"11";16;3,18503810689239
"396";"Zfp219";"Mtpn";"6";35,000001;3,88249522848634
"397";"Zfp219";"Actg1";"11";120,000012;3,16720685510165
"398";"Jdp2";"Npc2";"12";86,000003;5,50545088388823
"399";"Vwa2";"sdcbp";"4";6;6,49667599808334
"400";"Cdk10";"sdcbp";"4";6;3,919495079619
"401";"Fyco1";"Ccrl2";"9";111,000005;4,53250805282626
"402";"Ssu72";"isg15";"4";156,000006;4,04985166929919
"403";"S100a10";"Ctss";"3";95,000004;11,346006844316
"404";"Zfp429";"Ell2";"13";75,000004;3,64319197795471
"405";"Glp2r";"sdcbp";"4";6;3,81361979592448
"406";"Cdc42ep2";"Fau";"19";60,000003;11,413388560732
"407";"Prss23";"sdcbp";"4";6;4,96862841918741
"408";"Atp5g1";"Nme2";"11";93,000008;3,85993315410151
"409";"Dgkd";"Nrp2";"1";62,000003;4,84170433461485
"410";"Dgkd";"spp1";"5";104,000004;3,2709851903157
"411";"Fastkd1";"Hnrnpa3";"2";75,000002;3,32061224112532
"412";"Gm5820";"sdcbp";"4";6;3,96223230298746
"413";"Gm5820";"Rpl35a";"16";33,000002;4,60747536627519
"414";"N4bp1";"Rpl35";"2";38,000001;3,42349778965101
"415";"N4bp1";"Calr";"8";84,000003;9,20783595516635
"416";"Cnpy3";"Slc15a3";"19";10;4,70517922449413
"417";"Ccdc152";"Litaf";"16";10;3,45574783432536
"418";"Pag1";"Tfec";"6";16;3,37404427885227
"419";"Zfhx2as";"sdcbp";"4";6;5,94494250349533
"420";"Apitd1";"spp1";"5";104,000004;5,45793373831103
"421";"Nphp1";"Rsad2";"12";27;3,08381089157149
"422";"Spag9";"Rpl19";"11";98,000009;4,51478275059152
"423";"Cyp3a11";"spp1";"5";104,000004;8,40383622974382
"424";"Tcirg1";"Cmpk2";"12";27,000001;3,41535071661367
"425";"Tcirg1";"Fau";"19";60,000003;5,15099421093124
"426";"Pkdrej";"sdcbp";"4";6;5,56921528492818
"427";"Trim25";"Pik3r5";"11";68,000005;7,24322881748579
"428";"Ggta1";"Srgn";"10";61,000003;3,86582815684922
"429";"Cpsf7";"sdcbp";"4";6;3,28499056201956
"430";"Gm362";"sdcbp";"4";6;6,49667599808333
"431";"Wdr27";"sdcbp";"4";6;6,49667599808334
"432";"Arhgap19";"Cd274";"19";29,000001;4,58979836018965
"433";"Inpp5f";"Ptma";"1";86,000005;7,13393792552124
"434";"Ddr1";"Litaf";"16";10;3,47210843781864
"435";"Slc38a1";"Rpl24";"16";55,000003;3,32895380053844
"436";"Ccrl2";"Ccrl2";"9";111,000005;8,83634218447548
"437";"Stk32a";"spp1";"5";104,000004;7,52693793928027
